hud_area_code,hud_areaname,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4
NCNTY48335N48335,"Mitchell County, TX",661,776,877,1246,1290
NCNTY48337N48337,"Montague County, TX",804,811,1067,1428,1433
NCNTY48341N48341,"Moore County, TX",761,767,1009,1228,1484
NCNTY48343N48343,"Morris County, TX",586,666,877,1246,1405
NCNTY48345N48345,"Motley County, TX",661,698,877,1128,1290
NCNTY48347N48347,"Nacogdoches County, TX",717,809,952,1237,1513
NCNTY48349N48349,"Navarro County, TX",634,716,943,1334,1606
NCNTY48351N48351,"Newton County, TX",661,698,877,1213,1290
NCNTY48353N48353,"Nolan County, TX",661,666,877,1246,1494
NCNTY48357N48357,"Ochiltree County, TX",731,772,969,1189,1425
NCNTY48363N48363,"Palo Pinto County, TX",679,743,978,1281,1376
NCNTY48365N48365,"Panola County, TX",699,704,927,1128,1304
NCNTY48369N48369,"Parmer County, TX",672,771,891,1105,1511
NCNTY48371N48371,"Pecos County, TX",678,884,999,1420,1470
NCNTY48373N48373,"Polk County, TX",691,807,912,1252,1321
NCNTY48377N48377,"Presidio County, TX",661,776,877,1246,1290
NCNTY48379N48379,"Rains County, TX",661,773,877,1209,1290
NCNTY48383N48383,"Reagan County, TX",869,918,1153,1403,1696
NCNTY48385N48385,"Real County, TX",740,782,982,1396,1444
NCNTY48387N48387,"Red River County, TX",661,739,877,1067,1290
NCNTY48389N48389,"Reeves County, TX",757,800,1004,1393,1477
NCNTY48391N48391,"Refugio County, TX",692,778,918,1117,1435
NCNTY48393N48393,"Roberts County, TX",720,761,955,1253,1405
NCNTY48399N48399,"Runnels County, TX",716,722,950,1156,1276
NCNTY48403N48403,"Sabine County, TX",661,743,877,1246,1494
NCNTY48405N48405,"San Augustine County, TX",699,704,927,1128,1364
NCNTY48407N48407,"San Jacinto County, TX",661,776,877,1174,1178
NCNTY48411N48411,"San Saba County, TX",812,818,1077,1311,1584
NCNTY48413N48413,"Schleicher County, TX",720,761,955,1253,1405
NCNTY48415N48415,"Scurry County, TX",709,833,941,1277,1602
NCNTY48417N48417,"Shackelford County, TX",720,761,955,1253,1405
NCNTY48419N48419,"Shelby County, TX",661,741,877,1246,1379
NCNTY48421N48421,"Sherman County, TX",661,698,877,1246,1356
NCNTY48425N48425,"Somervell County, TX",746,812,990,1407,1456
NCNTY48427N48427,"Starr County, TX",661,666,877,1195,1290
NCNTY48429N48429,"Stephens County, TX",661,684,877,1246,1290
NCNTY48433N48433,"Stonewall County, TX",720,761,955,1253,1405
NCNTY48435N48435,"Sutton County, TX",661,711,877,1150,1290
NCNTY48437N48437,"Swisher County, TX",661,689,877,1246,1290
NCNTY48443N48443,"Terrell County, TX",720,761,955,1253,1405
NCNTY48445N48445,"Terry County, TX",661,666,877,1174,1178
NCNTY48447N48447,"Throckmorton County, TX",661,698,877,1071,1290
NCNTY48449N48449,"Titus County, TX",682,687,891,1189,1207
NCNTY48455N48455,"Trinity County, TX",722,760,958,1166,1595
NCNTY48457N48457,"Tyler County, TX",661,776,877,1160,1290
NCNTY48461N48461,"Upton County, TX",661,776,877,1150,1290
NCNTY48463N48463,"Uvalde County, TX",704,827,934,1296,1525
NCNTY48465N48465,"Val Verde County, TX",737,741,976,1309,1436
NCNTY48467N48467,"Van Zandt County, TX",651,760,974,1384,1433
NCNTY48471N48471,"Walker County, TX",772,970,1155,1406,1967
NCNTY48475N48475,"Ward County, TX",874,975,1159,1411,1705
NCNTY48477N48477,"Washington County, TX",882,918,1049,1449,1599
NCNTY48481N48481,"Wharton County, TX",726,787,963,1369,1587
NCNTY48483N48483,"Wheeler County, TX",661,666,877,1067,1290
NCNTY48487N48487,"Wilbarger County, TX",682,688,905,1101,1331
NCNTY48489N48489,"Willacy County, TX",661,666,877,1174,1178
NCNTY48495N48495,"Winkler County, TX",815,861,1081,1453,1590
NCNTY48499N48499,"Wood County, TX",666,757,996,1212,1465
NCNTY48501N48501,"Yoakum County, TX",787,884,1044,1271,1536
NCNTY48503N48503,"Young County, TX",661,768,877,1160,1494
NCNTY48505N48505,"Zapata County, TX",661,708,877,1095,1290
NCNTY48507N48507,"Zavala County, TX",661,698,877,1245,1290
NCNTY49001N49001,"Beaver County, UT",587,711,877,1192,1369
NCNTY49007N49007,"Carbon County, UT",594,711,877,1104,1494
NCNTY49009N49009,"Daggett County, UT",587,711,877,1162,1494
NCNTY49013N49013,"Duchesne County, UT",601,755,899,1207,1365
NCNTY49015N49015,"Emery County, UT",587,776,877,1207,1494
NCNTY49017N49017,"Garfield County, UT",587,776,877,1067,1401
NCNTY49019N49019,"Grand County, UT",727,826,1087,1455,1460
NCNTY49021N49021,"Iron County, UT",667,820,998,1371,1700
NCNTY49025N49025,"Kane County, UT",773,877,1155,1493,1552
NCNTY49027N49027,"Millard County, UT",587,711,877,1184,1381
NCNTY49031N49031,"Piute County, UT",587,711,877,1246,1494
NCNTY49033N49033,"Rich County, UT",587,711,877,1162,1494
NCNTY49037N49037,"San Juan County, UT",726,776,877,1067,1494
NCNTY49039N49039,"Sanpete County, UT",587,666,877,1067,1270
NCNTY49041N49041,"Sevier County, UT",587,666,877,1157,1397
NCNTY49043N49043,"Summit County, UT",1257,1266,1666,2028,2424
NCNTY49047N49047,"Uintah County, UT",653,720,877,1245,1494
NCNTY49051N49051,"Wasatch County, UT",900,1192,1346,1903,2201
NCNTY49055N49055,"Wayne County, UT",587,711,877,1067,1494
NCNTY50001N50001,"Addison County, VT",916,1030,1296,1684,1741
NCNTY50003N50003,"Bennington County, VT",894,933,1179,1531,1661
NCNTY50005N50005,"Caledonia County, VT",856,892,1008,1233,1717
NCNTY50009N50009,"Essex County, VT",760,776,877,1189,1217
NCNTY50015N50015,"Lamoille County, VT",913,919,1210,1614,1625
NCNTY50017N50017,"Orange County, VT",886,892,1170,1484,1572
NCNTY50019N50019,"Orleans County, VT",748,893,1009,1313,1396
NCNTY50021N50021,"Rutland County, VT",972,979,1169,1547,1961
NCNTY50023N50023,"Washington County, VT",893,1014,1335,1685,1798
NCNTY50025N50025,"Windham County, VT",855,1006,1224,1518,1644
NCNTY50027N50027,"Windsor County, VT",891,1040,1196,1627,1633
NCNTY51001N51001,"Accomack County, VA",632,754,852,1207,1451
NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",692,697,869,1100,1255
NCNTY51017N51017,"Bath County, VA",630,681,850,1125,1279
NCNTY51021N51021,"Bland County, VA",621,672,838,1191,1261
NCNTY51025N51025,"Brunswick County, VA",621,637,838,1167,1325
NCNTY51027N51027,"Buchanan County, VA",726,742,838,1054,1126
NCNTY51029N51029,"Buckingham County, VA",654,771,882,1129,1207
NCNTY51033N51033,"Caroline County, VA",860,930,1160,1649,1828
NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",621,680,838,1184,1270
NCNTY51037N51037,"Charlotte County, VA",621,637,838,1066,1327
NCNTY51049N51049,"Cumberland County, VA",725,783,977,1189,1604
NCNTY51051N51051,"Dickenson County, VA",621,672,838,1020,1267
NCNTY51057N51057,"Essex County, VA",747,807,1007,1287,1515
NCNTY51063N51063,"Floyd County, VA",621,672,838,1191,1253
NCNTY51077N51077,"Grayson County, VA",621,672,838,1179,1259
NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",660,676,890,1191,1196
NCNTY51083N51083,"Halifax County, VA",621,673,838,1096,1146
NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",632,637,838,1039,1211
NCNTY51091N51091,"Highland County, VA",630,681,850,1125,1279
NCNTY51099N51099,"King George County, VA",954,1045,1286,1828,2191
NCNTY51103N51103,"Lancaster County, VA",817,883,1102,1341,1480
NCNTY51105N51105,"Lee County, VA",621,714,838,1072,1240
NCNTY51109N51109,"Louisa County, VA",882,901,1018,1435,1734
NCNTY51111N51111,"Lunenburg County, VA",621,646,838,1155,1427
NCNTY51117N51117,"Mecklenburg County, VA",629,687,848,1130,1139
NCNTY51119N51119,"Middlesex County, VA",816,836,1100,1339,1655
NCNTY51131N51131,"Northampton County, VA",676,702,911,1253,1451
NCNTY51133N51133,"Northumberland County, VA",809,875,1091,1387,1642
NCNTY51135N51135,"Nottoway County, VA",647,721,873,1185,1388
NCNTY51137N51137,"Orange County, VA",830,881,1119,1480,1716
NCNTY51139N51139,"Page County, VA",656,782,884,1148,1506
NCNTY51141N51141,"Patrick County, VA",621,742,838,1052,1261
NCNTY51143N51143,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",560,660,838,1120,1246
NCNTY51147N51147,"Prince Edward County, VA",753,818,1016,1237,1529
NCNTY51159N51159,"Richmond County, VA",756,817,1019,1240,1534
NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",667,796,899,1270,1297
NCNTY51167N51167,"Russell County, VA",621,637,838,1027,1126
NCNTY51171N51171,"Shenandoah County, VA",681,783,1019,1434,1439
NCNTY51173N51173,"Smyth County, VA",560,720,838,1085,1427
NCNTY51181N51181,"Surry County, VA",621,672,838,1191,1427
NCNTY51185N51185,"Tazewell County, VA",621,637,838,1020,1217
NCNTY51193N51193,"Westmoreland County, VA",773,792,1043,1482,1745
NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",621,692,838,1153,1209
NCNTY51197N51197,"Wythe County, VA",621,637,838,1020,1427
NCNTY53001N53001,"Adams County, WA",763,905,1121,1549,1909
NCNTY53009N53009,"Clallam County, WA",849,965,1270,1776,1991
NCNTY53013N53013,"Columbia County, WA",756,858,1130,1375,1884
NCNTY53019N53019,"Ferry County, WA",613,697,917,1303,1529
NCNTY53023N53023,"Garfield County, WA",626,791,936,1330,1561
NCNTY53025N53025,"Grant County, WA",762,835,1038,1475,1734
NCNTY53027N53027,"Grays Harbor County, WA",740,896,1106,1572,1881
NCNTY53029N53029,"Island County, WA",1168,1175,1489,2116,2517
NCNTY53031N53031,"Jefferson County, WA",942,1039,1174,1668,2000
NCNTY53037N53037,"Kittitas County, WA",903,1026,1350,1919,2300
NCNTY53039N53039,"Klickitat County, WA",936,942,1222,1518,1683
NCNTY53041N53041,"Lewis County, WA",802,946,1199,1637,1802
NCNTY53043N53043,"Lincoln County, WA",729,829,1091,1387,1858
NCNTY53045N53045,"Mason County, WA",831,1101,1243,1767,1780
NCNTY53047N53047,"Okanogan County, WA",679,800,1016,1426,1682
NCNTY53049N53049,"Pacific County, WA",731,831,1094,1494,1863
NCNTY53051N53051,"Pend Oreille County, WA",750,852,1121,1364,1862
NCNTY53055N53055,"San Juan County, WA",1133,1241,1634,2183,2390
NCNTY53069N53069,"Wahkiakum County, WA",669,788,1001,1423,1669
NCNTY53075N53075,"Whitman County, WA",757,861,1125,1599,1916
NCNTY54001N54001,"Barbour County, WV",667,707,802,1056,1262
NCNTY54007N54007,"Braxton County, WV",644,648,802,1009,1197
NCNTY54013N54013,"Calhoun County, WV",646,650,802,1135,1164
NCNTY54017N54017,"Doddridge County, WV",748,753,929,1210,1349
NCNTY54021N54021,"Gilmer County, WV",605,609,802,976,1089
NCNTY54023N54023,"Grant County, WV",605,609,802,1005,1164
NCNTY54025N54025,"Greenbrier County, WV",669,673,827,1093,1111
NCNTY54031N54031,"Hardy County, WV",616,620,816,1034,1184
NCNTY54033N54033,"Harrison County, WV",724,729,880,1144,1343
NCNTY54041N54041,"Lewis County, WV",667,690,802,1058,1164
NCNTY54045N54045,"Logan County, WV",667,710,802,1132,1291
NCNTY54047N54047,"McDowell County, WV",667,710,802,1058,1077
NCNTY54049N54049,"Marion County, WV",752,757,946,1174,1385
NCNTY54053N54053,"Mason County, WV",641,645,813,989,1092
NCNTY54055N54055,"Mercer County, WV",536,658,802,1115,1178
NCNTY54059N54059,"Mingo County, WV",605,609,802,1065,1361
NCNTY54063N54063,"Monroe County, WV",667,670,802,976,1141
NCNTY54067N54067,"Nicholas County, WV",616,620,802,1138,1164
NCNTY54071N54071,"Pendleton County, WV",646,650,802,1140,1346
NCNTY54073N54073,"Pleasants County, WV",605,609,802,1140,1164
NCNTY54075N54075,"Pocahontas County, WV",646,650,802,1136,1164
NCNTY54083N54083,"Randolph County, WV",585,631,802,1041,1189
NCNTY54085N54085,"Ritchie County, WV",667,667,802,976,1077
NCNTY54087N54087,"Roane County, WV",667,710,802,1073,1077
NCNTY54089N54089,"Summers County, WV",605,609,802,1140,1164
NCNTY54091N54091,"Taylor County, WV",632,720,889,1082,1290
NCNTY54093N54093,"Tucker County, WV",667,710,802,1140,1366
NCNTY54095N54095,"Tyler County, WV",550,729,823,1002,1195
NCNTY54097N54097,"Upshur County, WV",660,665,846,1053,1293
NCNTY54101N54101,"Webster County, WV",536,609,802,1079,1164
NCNTY54103N54103,"Wetzel County, WV",604,663,873,1062,1173
NCNTY54109N54109,"Wyoming County, WV",670,674,832,1037,1118
NCNTY55001N55001,"Adams County, WI",625,677,891,1097,1197
NCNTY55003N55003,"Ashland County, WI",615,707,877,1157,1494
NCNTY55005N55005,"Barron County, WI",636,697,917,1152,1307
NCNTY55007N55007,"Bayfield County, WI",748,759,915,1225,1229
NCNTY55011N55011,"Buffalo County, WI",658,713,938,1170,1260
NCNTY55013N55013,"Burnett County, WI",641,728,958,1166,1319
NCNTY55019N55019,"Clark County, WI",615,666,877,1151,1178
NCNTY55023N55023,"Crawford County, WI",586,710,877,1067,1350
NCNTY55027N55027,"Dodge County, WI",668,781,999,1339,1470
NCNTY55029N55029,"Door County, WI",751,756,991,1213,1342
NCNTY55033N55033,"Dunn County, WI",718,768,987,1339,1584
NCNTY55037N55037,"Florence County, WI",680,737,970,1181,1371
NCNTY55041N55041,"Forest County, WI",586,666,877,1067,1178
NCNTY55043N55043,"Grant County, WI",674,679,877,1130,1494
NCNTY55047N55047,"Green Lake County, WI",620,672,884,1076,1486
NCNTY55051N55051,"Iron County, WI",615,687,877,1067,1216
NCNTY55053N55053,"Jackson County, WI",586,749,877,1123,1189
NCNTY55055N55055,"Jefferson County, WI",708,805,1059,1445,1460
NCNTY55057N55057,"Juneau County, WI",685,741,976,1221,1319
NCNTY55065N55065,"Lafayette County, WI",615,727,877,1246,1333
NCNTY55067N55067,"Langlade County, WI",615,666,877,1118,1343
NCNTY55071N55071,"Manitowoc County, WI",673,674,877,1067,1178
NCNTY55075N55075,"Marinette County, WI",663,667,877,1067,1212
NCNTY55077N55077,"Marquette County, WI",615,666,877,1111,1220
NCNTY55078N55078,"Menominee County, WI",657,712,937,1180,1325
NCNTY55081N55081,"Monroe County, WI",653,786,976,1257,1444
NCNTY55085N55085,"Oneida County, WI",683,800,974,1210,1420
NCNTY55091N55091,"Pepin County, WI",615,670,877,1132,1494
NCNTY55095N55095,"Polk County, WI",673,764,1006,1224,1386
NCNTY55097N55097,"Portage County, WI",632,735,945,1206,1327
NCNTY55099N55099,"Price County, WI",662,666,877,1183,1188
NCNTY55103N55103,"Richland County, WI",588,769,877,1172,1400
NCNTY55107N55107,"Rusk County, WI",615,666,877,1095,1241
NCNTY55111N55111,"Sauk County, WI",732,848,1013,1332,1370
NCNTY55113N55113,"Sawyer County, WI",625,685,902,1098,1212
NCNTY55115N55115,"Shawano County, WI",688,692,877,1089,1178
NCNTY55119N55119,"Taylor County, WI",615,669,877,1096,1361
NCNTY55121N55121,"Trempealeau County, WI",653,707,931,1246,1251
NCNTY55123N55123,"Vernon County, WI",668,696,909,1206,1391
NCNTY55125N55125,"Vilas County, WI",662,666,877,1067,1178
NCNTY55127N55127,"Walworth County, WI",731,830,1093,1454,1746
NCNTY55129N55129,"Washburn County, WI",640,694,913,1111,1226
NCNTY55135N55135,"Waupaca County, WI",615,717,877,1246,1299
NCNTY55137N55137,"Waushara County, WI",615,666,877,1182,1337
NCNTY55141N55141,"Wood County, WI",596,678,892,1152,1198
NCNTY56001N56001,"Albany County, WY",672,766,923,1312,1572
NCNTY56003N56003,"Big Horn County, WY",683,687,877,1067,1415
NCNTY56005N56005,"Campbell County, WY",852,858,1034,1420,1761
NCNTY56007N56007,"Carbon County, WY",754,759,972,1381,1652
NCNTY56009N56009,"Converse County, WY",718,723,952,1159,1618
NCNTY56011N56011,"Crook County, WY",728,769,877,1246,1491
NCNTY56013N56013,"Fremont County, WY",663,716,943,1297,1465
NCNTY56015N56015,"Goshen County, WY",668,672,885,1085,1420
NCNTY56017N56017,"Hot Springs County, WY",662,666,877,1178,1491
NCNTY56019N56019,"Johnson County, WY",737,741,930,1322,1581
NCNTY56023N56023,"Lincoln County, WY",662,666,877,1246,1494
NCNTY56027N56027,"Niobrara County, WY",680,685,877,1226,1491
NCNTY56029N56029,"Park County, WY",764,769,1012,1353,1724
NCNTY56031N56031,"Platte County, WY",670,675,888,1136,1274
NCNTY56033N56033,"Sheridan County, WY",770,797,1007,1272,1675
NCNTY56035N56035,"Sublette County, WY",725,729,934,1327,1588
NCNTY56037N56037,"Sweetwater County, WY",834,853,963,1315,1640
NCNTY56039N56039,"Teton County, WY",1295,1303,1644,2316,2800
NCNTY56041N56041,"Uinta County, WY",662,666,877,1208,1465
NCNTY56043N56043,"Washakie County, WY",663,668,877,1246,1331
NCNTY56045N56045,"Weston County, WY",777,782,1030,1254,1751
NCNTY60999N60999,"American Samoa",702,707,930,1322,1426
NCNTY66010N66010,Guam,1203,1320,1737,2469,2959
NCNTY69999N69999,"Northern Mariana Islands",610,694,913,1298,1555
NCNTY72923N72923,"Puerto Rico HUD Nonmetro Area",411,421,475,659,728
NCNTY78010N78010,"St. Croix Island, VI",1038,1059,1293,1574,1737
NCNTY78020N78020,"St. John Island, VI",1378,1633,2029,2469,2726
NCNTY78030N78030,"St. Thomas Island, VI",980,1171,1465,1783,1968
NCTNY02063N02063,"Chugach Census Area, AK",934,1012,1332,1727,2022
NCTNY02066N02066,"Copper River Census Area, AK",810,963,1211,1574,2063
